,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
100,s101,Movie,3 Idiots,Rajkumar Hirani,"['aamir khan', 'kareena kapoor', 'madhavan']",['india'],"August 1, 2019",2009,3,164 min,"Comedies, Dramas, International Movies","While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system."
101,s102,Movie,3 Seconds Divorce,Shazia Javed,[],['canada'],"June 15, 2019",2018,3,53 min,"Documentaries, Faith & Spirituality","A Muslim women's activist group in India protests against oral divorces, starting a movement to reclaim their religious and constitutional rights."
102,s103,Movie,3 Türken & ein Baby,Sinan Akkuş,"['kostja ullmann', 'eko fresh', 'kida khodr ramadan']",['germany'],"December 15, 2016",2015,3,93 min,"Comedies, International Movies",The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.
103,s104,Movie,30 Days of Luxury,Hani Hamdi,"['taher farouz', 'sad al-saghir', 'ahmad faloks']",['egypt'],"April 18, 2019",2016,3,91 min,"Comedies, International Movies","With the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub."
104,s105,Movie,30 Minutes or Less,Ruben Fleischer,"['jesse eisenberg', 'danny mcbride', 'aziz ansari']",['united states'],"January 1, 2021",2011,3,83 min,"Action & Adventure, Comedies",Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.
105,s106,Movie,300 Miles to Heaven,Maciej Dejczer,"['krzysztof stroiński', 'andrzej mellin', 'adrianna biedrzyńska']","['other', 'france', 'other']","October 1, 2019",1989,3,93 min,"Dramas, International Movies","Hoping to help their dissident parents, two brothers sneak out of Poland and land as refugees in Denmark, where they are prevented from returning home."
106,s107,Movie,365 Days,"Barbara Białowąs, Tomasz Mandes","['anna-maria sieklucka', 'michele morrone', 'bronisław wrocławski']",['other'],"June 7, 2020",2020,3,114 min,"Dramas, International Movies, Romantic Movies","A fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him."
107,s108,Movie,37 Seconds,Hikari,"['mei kayama', 'misuzu kanno', 'shunsuke daitoh']",['japan'],"January 31, 2020",2020,3,116 min,"Dramas, International Movies","Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation."
108,s109,TV Show,3Below: Tales of Arcadia,,"['tatiana maslany', 'diego luna', 'nick offerman']",['united states'],"July 12, 2019",2019,1,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters."
109,s110,Movie,40 Sticks,Victor Gatonye,"['robert agengo', 'mwaura bilal', 'andreo kamau']",['other'],"November 20, 2020",2019,3,93 min,"International Movies, Thrillers","When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer."
110,s111,Movie,42 Grams,Jack C. Newell,['jake bickelhaupt'],['united states'],"February 1, 2018",2017,3,81 min,Documentaries,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
111,s112,TV Show,44 Cats,,"['sarah natochenny', 'suzy myers', 'simona berman']",['italy'],"October 1, 2020",2018,1,2 Seasons,Kids' TV,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together."
112,s113,TV Show,45 rpm,,"['carlos cuevas', 'guiomar puerta', 'iván marcos']",['spain'],"August 16, 2019",2019,3,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel."
113,s114,Movie,48 Christmas Wishes,"Marco Deufemia, Justin G. Dyck","['khiyla aynne', 'noah dyer', 'maya franzoi']",['canada'],"December 20, 2017",2017,2,84 min,"Children & Family Movies, Comedies","When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish."
114,s115,Movie,4L,Gerardo Olivares,"['jean reno', 'hovik keuchkerian', 'susana abaitua']",['spain'],"July 12, 2019",2019,3,105 min,"Comedies, Dramas, Independent Movies","Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter."
115,s116,Movie,4th Man Out,Andrew Nackman,"['evan todd', 'parker young', 'chord overstreet']",['united states'],"May 5, 2016",2015,2,86 min,"Comedies, LGBTQ Movies","A young mechanic comes out to his extremely straight best friends. Once they get used to the idea, they're determined to help him find the right guy."
116,s117,Movie,4th Republic,Ishaya Bako,"['kate henshaw-nuttal', 'enyinna nwigwe', 'linda ejiofor']",['nigeria'],"June 13, 2020",2019,3,120 min,"Dramas, International Movies, Thrillers","After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory."
117,s118,Movie,5 Cowok Jagoan,Anggy Umbara,"['ario bayu', 'arifin putra', 'dwi sasono']",[],"January 5, 2019",2017,3,106 min,"Action & Adventure, Comedies, International Movies",Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.
118,s119,Movie,5 Flights Up,Richard Loncraine,"['josh pais', 'claire van der boom', 'morgan freeman']",['united states'],"March 17, 2019",2014,3,92 min,"Comedies, Dramas, Independent Movies","A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one."
119,s120,Movie,5 Star Christmas,Marco Risi,"['massimo ghini', 'ricky memphis', 'martina stella']",['italy'],"December 7, 2018",2018,3,96 min,"Comedies, International Movies","When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy."
120,s121,Movie,5 to 7,Victor Levin,"['anton yelchin', 'bérénice marlohe', 'olivia thirlby']",['united states'],"March 16, 2017",2014,3,97 min,"Comedies, Dramas, Romantic Movies",A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.
121,s122,Movie,50 First Dates,Peter Segal,"['adam sandler', 'drew barrymore', 'rob schneider']",['united states'],"December 1, 2020",2004,3,99 min,"Comedies, Romantic Movies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
122,s123,Movie,50/50,Jonathan Levine,"['joseph gordon-levitt', 'seth rogen', 'anna kendrick']",['united states'],"June 1, 2019",2011,3,100 min,"Comedies, Dramas, Independent Movies",An otherwise healthy twentysomething has a comically early midlife crisis when he gets slapped with a cancer diagnosis and a 50-50 chance of survival.
123,s124,Movie,5CM,Rizal Mantovani,"['herjunot ali', 'raline shah', 'fedi nuril']",['indonesia'],"September 28, 2018",2012,3,126 min,"Dramas, International Movies","Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship."
124,s125,Movie,5Gang,Matei Dima,"['andrei selaru', 'dorian popa', 'julia marcan']",['other'],"April 27, 2020",2019,3,96 min,"Comedies, International Movies","To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped."
125,s126,Movie,6 Balloons,Marja Lewis Ryan,"['abbi jacobson', 'dave franco', 'jane kaczmarek']",['united states'],"April 6, 2018",2018,3,75 min,"Dramas, Independent Movies",A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.
126,s127,Movie,6 Days,Toa Fraser,"['jamie bell', 'abbie cornish', 'mark strong']","['other', 'united kingdom']","February 8, 2018",2017,3,94 min,"Action & Adventure, Dramas, International Movies","When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid."
127,s128,Movie,6 Underground,Michael Bay,"['ryan reynolds', 'mélanie laurent', 'corey hawkins']",['united states'],"December 13, 2019",2019,3,129 min,"Action & Adventure, Dramas","After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
128,s129,Movie,6 Years,Hannah Fidell,"['taissa farmiga', 'ben rosenfield', 'lindsay burdge']",['united states'],"September 8, 2015",2015,3,80 min,"Dramas, Independent Movies, Romantic Movies","As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future."
129,s130,Movie,6-5=2,Bharat Jain,"['prashantt guptha', 'gaurav paswala', 'gaurav kothari']",['india'],"November 1, 2017",2014,3,103 min,"Horror Movies, International Movies, Thrillers","Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical."
130,s131,TV Show,60 Days In,,[],['united states'],"November 1, 2020",2019,3,1 Season,Reality TV,"Recruited by a sheriff, volunteers infiltrate county prisons to expose corruption and crime from within the system in this docuseries."
131,s132,Movie,68 Kill,Trent Haaga,"['matthew gray gubler', 'annalynne mccord', 'alisha boe']",['united states'],"September 1, 2019",2017,3,96 min,"Comedies, Independent Movies, Thrillers",A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.
132,s133,TV Show,7 (Seven),Nizar Shafi,"['rahman', 'havish', 'regina cassandra']",['india'],"July 30, 2019",2019,3,1 Season,TV Shows,"Multiple women report their husbands as missing but when it appears they are looking for the same man, a police officer traces their cryptic connection."
133,s134,Movie,7 años,Roger Gual,"['paco león', 'juana acosta', 'juan pablo raba']",['spain'],"October 27, 2016",2016,3,77 min,"Dramas, International Movies",Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.
134,s135,TV Show,7 Days Out,,[],['united states'],"December 21, 2018",2018,3,1 Season,Docuseries,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food."
135,s136,Movie,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi","['mahira khan', 'sheheryar munawar', 'javed sheikh']",['other'],"May 15, 2019",2018,3,137 min,"Comedies, International Movies, Music & Musicals","Given just seven days by a genie to find a girl who will fall for him, a nerdy young man embarks on a madcap and messy search for his would-be wife."
136,s137,Movie,7 Khoon Maaf,Vishal Bhardwaj,"['priyanka chopra', 'neil nitin mukesh', 'john abraham']",['india'],"August 2, 2018",2011,3,148 min,"Dramas, International Movies, Thrillers","Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed."
137,s138,TV Show,72 Cutest Animals,,[],['australia'],"June 1, 2016",2016,3,1 Season,"Docuseries, International TV Shows, Science & Nature TV",This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.
138,s139,TV Show,72 Dangerous Animals: Asia,,['bob brisbane'],['australia'],"August 10, 2018",2018,3,1 Season,"Docuseries, International TV Shows, Science & Nature TV","From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?"
139,s140,TV Show,72 Dangerous Animals: Latin America,,['bob brisbane'],"['australia', 'united states']","December 22, 2017",2017,3,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures."
140,s141,TV Show,72 Dangerous Places to Live,,['mitch ryan'],['australia'],"June 1, 2016",2016,3,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths."
